,Country,Year,Num of Systems,RMax,RPeak,Total Cores,GDPpC,HDI,Q1,Q2,Q3,Q4,Top10
371,Country: Switzerland,Year: 2006,Num of Systems: 4,RMax: 3,RPeak: 4,Total Cores: 2,GDPpC: 1,HDI: 1,Q1: 5,Q2: 6,Q3: 6,Q4: 6,Top10: 4
372,Country: South Korea,Year: 2006,Num of Systems: 4,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 8,HDI: 7,Q1: 4,Q2: 4,Q3: 2,Q4: 3,Top10: 4
373,Country: Italy,Year: 2006,Num of Systems: 3,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 6,HDI: 7,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
374,Country: China,Year: 2006,Num of Systems: 1,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 10,HDI: 10,Q1: 2,Q2: 1,Q3: 1,Q4: 1,Top10: 2
375,Country: Australia,Year: 2006,Num of Systems: 5,RMax: 5,RPeak: 5,Total Cores: 5,GDPpC: 5,HDI: 1,Q1: 3,Q2: 3,Q3: 5,Q4: 5,Top10: 4
376,Country: Finland,Year: 2006,Num of Systems: 10,RMax: 7,RPeak: 7,Total Cores: 8,GDPpC: 4,HDI: 3,Q1: 8,Q2: 8,Q3: 8,Q4: 8,Top10: 7
377,Country: Norway,Year: 2006,Num of Systems: 6,RMax: 5,RPeak: 5,Total Cores: 6,GDPpC: 1,HDI: 1,Q1: 8,Q2: 9,Q3: 8,Q4: 9,Top10: 8
378,Country: Canada,Year: 2006,Num of Systems: 3,RMax: 3,RPeak: 3,Total Cores: 4,GDPpC: 4,HDI: 4,Q1: 2,Q2: 2,Q3: 3,Q4: 4,Top10: 2
379,Country: Russian Federation,Year: 2006,Num of Systems: 7,RMax: 6,RPeak: 7,Total Cores: 7,GDPpC: 9,HDI: 8,Q1: 7,Q2: 6,Q3: 4,Q4: 2,Top10: 7
380,Country: Malaysia,Year: 2006,Num of Systems: 5,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 9,HDI: 9,Q1: 10,Q2: 10,Q3: 10,Q4: 9,Top10: 10
381,Country: Mexico,Year: 2006,Num of Systems: 10,RMax: 8,RPeak: 9,Total Cores: 8,GDPpC: 8,HDI: 9,Q1: 9,Q2: 8,Q3: 7,Q4: 6,Top10: 9
382,Country: Sweden,Year: 2006,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 10,GDPpC: 2,HDI: 3,Q1: 5,Q2: 6,Q3: 6,Q4: 7,Top10: 5
383,Country: United Arab Emirates,Year: 2006,Num of Systems: 10,RMax: 9,RPeak: 10,Total Cores: 7,GDPpC: 3,HDI: 8,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
384,Country: Belgium,Year: 2006,Num of Systems: 9,RMax: 9,RPeak: 8,Total Cores: 9,GDPpC: 4,HDI: 4,Q1: 6,Q2: 7,Q3: 7,Q4: 7,Top10: 6
385,Country: India,Year: 2006,Num of Systems: 2,RMax: 4,RPeak: 3,Total Cores: 4,GDPpC: 10,HDI: 10,Q1: 4,Q2: 3,Q3: 3,Q4: 3,Top10: 5
386,Country: Saudi Arabia,Year: 2006,Num of Systems: 5,RMax: 6,RPeak: 6,Total Cores: 5,GDPpC: 8,HDI: 8,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
387,Country: Israel,Year: 2006,Num of Systems: 7,RMax: 7,RPeak: 6,Total Cores: 7,GDPpC: 7,HDI: 6,Q1: 6,Q2: 7,Q3: 7,Q4: 7,Top10: 6
388,Country: New Zealand,Year: 2006,Num of Systems: 9,RMax: 10,RPeak: 9,Total Cores: 10,GDPpC: 7,HDI: 5,Q1: 9,Q2: 8,Q3: 9,Q4: 10,Top10: 9
389,Country: Brazil,Year: 2006,Num of Systems: 4,RMax: 5,RPeak: 5,Total Cores: 5,GDPpC: 10,HDI: 9,Q1: 6,Q2: 4,Q3: 4,Q4: 4,Top10: 6
390,Country: Singapore,Year: 2006,Num of Systems: 7,RMax: 7,RPeak: 8,Total Cores: 9,GDPpC: 6,HDI: 6,Q1: 8,Q2: 9,Q3: 9,Q4: 8,Top10: 8
391,Country: Turkey,Year: 2006,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 9,HDI: 10,Q1: 7,Q2: 5,Q3: 5,Q4: 6,Top10: 8
392,Country: Ireland,Year: 2006,Num of Systems: 8,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 1,HDI: 2,Q1: 9,Q2: 10,Q3: 10,Q4: 10,Top10: 9
393,Country: South Africa,Year: 2006,Num of Systems: 6,RMax: 8,RPeak: 7,Total Cores: 6,GDPpC: 10,HDI: 10,Q1: 10,Q2: 9,Q3: 9,Q4: 8,Top10: 10
394,Country: Denmark,Year: 2006,Num of Systems: 8,RMax: 10,RPeak: 10,Total Cores: 9,GDPpC: 2,HDI: 2,Q1: 7,Q2: 7,Q3: 8,Q4: 9,Top10: 7
395,Country: Taiwan,Year: 2006,Num of Systems: 6,RMax: 8,RPeak: 8,Total Cores: 8,,,Q1: 5,Q2: 5,Q3: 5,Q4: 5,Top10: 5
396,Country: United States,Year: 2007,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 3,HDI: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
397,Country: Germany,Year: 2007,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 4,HDI: 2,Q1: 1,Q2: 2,Q3: 2,Q4: 1,Top10: 1
398,Country: India,Year: 2007,Num of Systems: 3,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 10,HDI: 10,Q1: 5,Q2: 3,Q3: 3,Q4: 3,Top10: 5
399,Country: Sweden,Year: 2007,Num of Systems: 4,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 2,HDI: 2,Q1: 5,Q2: 6,Q3: 7,Q4: 7,Top10: 5
400,Country: Spain,Year: 2007,Num of Systems: 3,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 7,HDI: 7,Q1: 3,Q2: 4,Q3: 4,Q4: 4,Top10: 3
401,Country: Japan,Year: 2007,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 6,HDI: 6,Q1: 2,Q2: 2,Q3: 1,Q4: 2,Top10: 2
402,Country: United Kingdom,Year: 2007,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 3,HDI: 5,Q1: 1,Q2: 1,Q3: 2,Q4: 3,Top10: 1
403,Country: France,Year: 2007,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 5,HDI: 6,Q1: 2,Q2: 3,Q3: 2,Q4: 2,Top10: 2
404,Country: Russian Federation,Year: 2007,Num of Systems: 4,RMax: 4,RPeak: 4,Total Cores: 5,GDPpC: 8,HDI: 8,Q1: 8,Q2: 7,Q3: 5,Q4: 2,Top10: 7
405,Country: Netherlands,Year: 2007,Num of Systems: 5,RMax: 5,RPeak: 5,Total Cores: 4,GDPpC: 2,HDI: 3,Q1: 4,Q2: 5,Q3: 6,Q4: 6,Top10: 4
406,Country: Italy,Year: 2007,Num of Systems: 5,RMax: 5,RPeak: 3,Total Cores: 3,GDPpC: 6,HDI: 7,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
407,Country: Taiwan,Year: 2007,Num of Systems: 2,RMax: 3,RPeak: 4,Total Cores: 5,,,Q1: 6,Q2: 6,Q3: 6,Q4: 6,Top10: 6
408,Country: Switzerland,Year: 2007,Num of Systems: 4,RMax: 4,RPeak: 5,Total Cores: 4,GDPpC: 1,HDI: 1,Q1: 5,Q2: 7,Q3: 7,Q4: 7,Top10: 4
409,Country: China,Year: 2007,Num of Systems: 3,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 9,HDI: 9,Q1: 2,Q2: 1,Q3: 1,Q4: 1,Top10: 2
410,Country: South Korea,Year: 2007,Num of Systems: 10,RMax: 7,RPeak: 7,Total Cores: 10,GDPpC: 7,HDI: 7,Q1: 4,Q2: 4,Q3: 3,Q4: 4,Top10: 5
411,Country: Norway,Year: 2007,Num of Systems: 6,RMax: 6,RPeak: 5,Total Cores: 6,GDPpC: 1,HDI: 1,Q1: 8,Q2: 9,Q3: 8,Q4: 8,Top10: 9
412,Country: Malaysia,Year: 2007,Num of Systems: 6,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 9,HDI: 8,Q1: 10,Q2: 10,Q3: 10,Q4: 9,Top10: 10
413,Country: Egypt,Year: 2007,Num of Systems: 10,RMax: 7,RPeak: 7,Total Cores: 8,GDPpC: 10,HDI: 10,Q1: 9,Q2: 9,Q3: 9,Q4: 9,Top10: 9
414,Country: Finland,Year: 2007,Num of Systems: 6,RMax: 5,RPeak: 6,Total Cores: 5,GDPpC: 3,HDI: 3,Q1: 8,Q2: 8,Q3: 8,Q4: 8,Top10: 7
415,Country: New Zealand,Year: 2007,Num of Systems: 10,RMax: 8,RPeak: 10,Total Cores: 7,GDPpC: 7,HDI: 4,Q1: 9,Q2: 8,Q3: 9,Q4: 10,Top10: 9
416,Country: Australia,Year: 2007,Num of Systems: 9,RMax: 8,RPeak: 10,Total Cores: 8,GDPpC: 5,HDI: 1,Q1: 4,Q2: 4,Q3: 5,Q4: 5,Top10: 4
417,Country: Indonesia,Year: 2007,Num of Systems: 9,RMax: 8,RPeak: 9,Total Cores: 8,GDPpC: 10,HDI: 10,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
418,Country: Luxembourg,Year: 2007,Num of Systems: 9,RMax: 9,RPeak: 8,Total Cores: 9,GDPpC: 1,HDI: 5,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
419,Country: Turkey,Year: 2007,Num of Systems: 7,RMax: 7,RPeak: 7,Total Cores: 7,GDPpC: 8,HDI: 9,Q1: 7,Q2: 5,Q3: 6,Q4: 6,Top10: 8
420,Country: Singapore,Year: 2007,Num of Systems: 8,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 6,HDI: 6,Q1: 9,Q2: 9,Q3: 9,Q4: 8,Top10: 8
421,Country: Belgium,Year: 2007,Num of Systems: 8,RMax: 9,RPeak: 9,Total Cores: 10,GDPpC: 4,HDI: 4,Q1: 6,Q2: 7,Q3: 7,Q4: 7,Top10: 6
422,Country: Canada,Year: 2007,Num of Systems: 5,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 4,HDI: 4,Q1: 3,Q2: 2,Q3: 4,Q4: 4,Top10: 3
423,Country: Poland,Year: 2007,Num of Systems: 8,RMax: 10,RPeak: 8,Total Cores: 9,GDPpC: 8,HDI: 8,Q1: 7,Q2: 6,Q3: 5,Q4: 5,Top10: 8
424,Country: Brazil,Year: 2007,Num of Systems: 7,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 9,HDI: 9,Q1: 6,Q2: 5,Q3: 4,Q4: 5,Top10: 6
425,Country: Denmark,Year: 2007,Num of Systems: 7,RMax: 10,RPeak: 8,Total Cores: 7,GDPpC: 2,HDI: 3,Q1: 7,Q2: 8,Q3: 8,Q4: 9,Top10: 7
426,Country: United States,Year: 2008,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 4,HDI: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
427,Country: China,Year: 2008,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 10,HDI: 10,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 2
428,Country: Germany,Year: 2008,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 1,GDPpC: 5,HDI: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 1,Top10: 1
429,Country: India,Year: 2008,Num of Systems: 4,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 10,HDI: 10,Q1: 5,Q2: 3,Q3: 3,Q4: 3,Top10: 5
430,Country: France,Year: 2008,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 5,HDI: 6,Q1: 2,Q2: 3,Q3: 2,Q4: 2,Top10: 2
431,Country: Sweden,Year: 2008,Num of Systems: 3,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 2,HDI: 4,Q1: 6,Q2: 6,Q3: 7,Q4: 7,Top10: 6
432,Country: United Kingdom,Year: 2008,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 2,GDPpC: 4,HDI: 5,Q1: 1,Q2: 1,Q3: 2,Q4: 3,Top10: 1
433,Country: Japan,Year: 2008,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 6,HDI: 5,Q1: 2,Q2: 2,Q3: 1,Q4: 2,Top10: 2
434,Country: Finland,Year: 2008,Num of Systems: 10,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 3,HDI: 3,Q1: 8,Q2: 8,Q3: 9,Q4: 9,Top10: 7
435,Country: Russian Federation,Year: 2008,Num of Systems: 3,RMax: 3,RPeak: 4,Total Cores: 4,GDPpC: 8,HDI: 8,Q1: 8,Q2: 7,Q3: 5,Q4: 2,Top10: 8
436,Country: Spain,Year: 2008,Num of Systems: 4,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 6,HDI: 7,Q1: 3,Q2: 4,Q3: 4,Q4: 4,Top10: 3
437,Country: Netherlands,Year: 2008,Num of Systems: 6,RMax: 5,RPeak: 5,Total Cores: 4,GDPpC: 2,HDI: 3,Q1: 4,Q2: 5,Q3: 6,Q4: 6,Top10: 4
438,Country: Canada,Year: 2008,Num of Systems: 7,RMax: 6,RPeak: 6,Total Cores: 7,GDPpC: 4,HDI: 4,Q1: 3,Q2: 2,Q3: 3,Q4: 4,Top10: 3
439,Country: Norway,Year: 2008,Num of Systems: 7,RMax: 6,RPeak: 5,Total Cores: 6,GDPpC: 1,HDI: 1,Q1: 8,Q2: 9,Q3: 9,Q4: 9,Top10: 8
440,Country: Poland,Year: 2008,Num of Systems: 4,RMax: 4,RPeak: 5,Total Cores: 5,GDPpC: 8,HDI: 8,Q1: 7,Q2: 6,Q3: 5,Q4: 4,Top10: 8
441,Country: Slovenia,Year: 2008,Num of Systems: 10,RMax: 7,RPeak: 8,Total Cores: 9,GDPpC: 7,HDI: 6,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
442,Country: Switzerland,Year: 2008,Num of Systems: 5,RMax: 5,RPeak: 6,Total Cores: 5,GDPpC: 1,HDI: 1,Q1: 5,Q2: 6,Q3: 6,Q4: 6,Top10: 4
443,Country: New Zealand,Year: 2008,Num of Systems: 5,RMax: 5,RPeak: 4,Total Cores: 5,GDPpC: 6,HDI: 5,Q1: 9,Q2: 9,Q3: 9,Q4: 10,Top10: 9
444,Country: Ireland,Year: 2008,Num of Systems: 10,RMax: 8,RPeak: 9,Total Cores: 10,GDPpC: 2,HDI: 3,Q1: 9,Q2: 10,Q3: 10,Q4: 10,Top10: 9
445,Country: Israel,Year: 2008,Num of Systems: 10,RMax: 9,RPeak: 7,Total Cores: 8,GDPpC: 7,HDI: 6,Q1: 7,Q2: 7,Q3: 8,Q4: 8,Top10: 7
446,Country: Bulgaria,Year: 2008,Num of Systems: 9,RMax: 9,RPeak: 10,Total Cores: 7,GDPpC: 9,HDI: 8,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
447,Country: South Africa,Year: 2008,Num of Systems: 9,RMax: 9,RPeak: 10,Total Cores: 6,GDPpC: 10,HDI: 10,Q1: 10,Q2: 9,Q3: 8,Q4: 8,Top10: 10
448,Country: Belgium,Year: 2008,Num of Systems: 7,RMax: 7,RPeak: 7,Total Cores: 7,GDPpC: 3,HDI: 4,Q1: 6,Q2: 7,Q3: 7,Q4: 7,Top10: 6
449,Country: Australia,Year: 2008,Num of Systems: 9,RMax: 10,RPeak: 9,Total Cores: 9,GDPpC: 3,HDI: 1,Q1: 4,Q2: 4,Q3: 5,Q4: 5,Top10: 4
450,Country: Malaysia,Year: 2008,Num of Systems: 8,RMax: 10,RPeak: 9,Total Cores: 9,GDPpC: 9,HDI: 9,Q1: 10,Q2: 10,Q3: 10,Q4: 8,Top10: 10
451,Country: Italy,Year: 2008,Num of Systems: 3,RMax: 4,RPeak: 3,Total Cores: 3,GDPpC: 5,HDI: 7,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3
452,Country: Taiwan,Year: 2008,Num of Systems: 6,RMax: 8,RPeak: 8,Total Cores: 10,,,Q1: 5,Q2: 5,Q3: 6,Q4: 6,Top10: 5
453,Country: Mexico,Year: 2008,Num of Systems: 8,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 8,HDI: 9,Q1: 9,Q2: 8,Q3: 7,Q4: 7,Top10: 9
454,Country: South Korea,Year: 2008,Num of Systems: 8,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 7,HDI: 7,Q1: 4,Q2: 4,Q3: 4,Q4: 5,Top10: 5
455,Country: Brazil,Year: 2008,Num of Systems: 6,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 9,HDI: 9,Q1: 6,Q2: 5,Q3: 4,Q4: 5,Top10: 6
456,Country: Denmark,Year: 2008,Num of Systems: 5,RMax: 7,RPeak: 7,Total Cores: 8,GDPpC: 1,HDI: 2,Q1: 7,Q2: 8,Q3: 8,Q4: 9,Top10: 7
457,Country: United States,Year: 2009,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 2,HDI: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
458,Country: Germany,Year: 2009,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 4,HDI: 1,Q1: 1,Q2: 2,Q3: 1,Q4: 1,Top10: 1
459,Country: China,Year: 2009,Num of Systems: 2,RMax: 1,RPeak: 1,Total Cores: 2,GDPpC: 10,HDI: 10,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
460,Country: Russian Federation,Year: 2009,Num of Systems: 3,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 9,HDI: 9,Q1: 7,Q2: 6,Q3: 5,Q4: 2,Top10: 8
461,Country: South Korea,Year: 2009,Num of Systems: 7,RMax: 4,RPeak: 4,Total Cores: 5,GDPpC: 8,HDI: 7,Q1: 4,Q2: 4,Q3: 4,Q4: 5,Top10: 4
462,Country: Saudi Arabia,Year: 2009,Num of Systems: 5,RMax: 3,RPeak: 4,Total Cores: 3,GDPpC: 8,HDI: 8,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
463,Country: United Kingdom,Year: 2009,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 5,HDI: 4,Q1: 1,Q2: 1,Q3: 2,Q4: 2,Top10: 1
464,Country: Switzerland,Year: 2009,Num of Systems: 5,RMax: 3,RPeak: 4,Total Cores: 3,GDPpC: 1,HDI: 1,Q1: 5,Q2: 6,Q3: 6,Q4: 6,Top10: 4
465,Country: Canada,Year: 2009,Num of Systems: 2,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 5,HDI: 4,Q1: 2,Q2: 2,Q3: 3,Q4: 4,Top10: 2
466,Country: India,Year: 2009,Num of Systems: 6,RMax: 6,RPeak: 5,Total Cores: 5,GDPpC: 10,HDI: 10,Q1: 4,Q2: 3,Q3: 2,Q4: 3,Top10: 5
467,Country: France,Year: 2009,Num of Systems: 1,RMax: 2,RPeak: 2,Total Cores: 1,GDPpC: 4,HDI: 7,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
468,Country: Japan,Year: 2009,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 4,HDI: 6,Q1: 2,Q2: 1,Q3: 1,Q4: 1,Top10: 2
469,Country: Sweden,Year: 2009,Num of Systems: 4,RMax: 4,RPeak: 3,Total Cores: 4,GDPpC: 3,HDI: 3,Q1: 5,Q2: 5,Q3: 6,Q4: 7,Top10: 5
470,Country: Italy,Year: 2009,Num of Systems: 4,RMax: 5,RPeak: 5,Total Cores: 6,GDPpC: 6,HDI: 7,Q1: 3,Q2: 3,Q3: 4,Q4: 3,Top10: 3
471,Country: Finland,Year: 2009,Num of Systems: 7,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 2,HDI: 3,Q1: 7,Q2: 7,Q3: 8,Q4: 8,Top10: 7
472,Country: Brazil,Year: 2009,Num of Systems: 10,RMax: 7,RPeak: 8,Total Cores: 8,GDPpC: 9,HDI: 10,Q1: 5,Q2: 4,Q3: 3,Q4: 4,Top10: 6
473,Country: Spain,Year: 2009,Num of Systems: 4,RMax: 5,RPeak: 5,Total Cores: 4,GDPpC: 6,HDI: 8,Q1: 3,Q2: 4,Q3: 3,Q4: 3,Top10: 3
474,Country: Netherlands,Year: 2009,Num of Systems: 6,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 1,HDI: 2,Q1: 4,Q2: 5,Q3: 5,Q4: 5,Top10: 4
475,Country: Norway,Year: 2009,Num of Systems: 7,RMax: 7,RPeak: 7,Total Cores: 7,GDPpC: 1,HDI: 1,Q1: 8,Q2: 8,Q3: 7,Q4: 8,Top10: 8
476,Country: Austria,Year: 2009,Num of Systems: 3,RMax: 5,RPeak: 6,Total Cores: 5,GDPpC: 2,HDI: 5,Q1: 7,Q2: 7,Q3: 7,Q4: 6,Top10: 6
477,Country: Poland,Year: 2009,Num of Systems: 5,RMax: 7,RPeak: 7,Total Cores: 7,GDPpC: 8,HDI: 8,Q1: 6,Q2: 5,Q3: 5,Q4: 4,Top10: 8
478,Country: Slovenia,Year: 2009,Num of Systems: 10,RMax: 8,RPeak: 8,Total Cores: 9,GDPpC: 7,HDI: 6,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
479,Country: Hong Kong,Year: 2009,Num of Systems: 10,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 6,HDI: 5,Q1: 8,Q2: 8,Q3: 9,Q4: 9,Top10: 7
480,Country: New Zealand,Year: 2009,Num of Systems: 3,RMax: 4,RPeak: 3,Total Cores: 4,GDPpC: 7,HDI: 4,Q1: 9,Q2: 9,Q3: 9,Q4: 9,Top10: 9
481,Country: South Africa,Year: 2009,Num of Systems: 10,RMax: 9,RPeak: 10,Total Cores: 10,GDPpC: 10,HDI: 10,Q1: 9,Q2: 8,Q3: 8,Q4: 7,Top10: 9
482,Country: Ireland,Year: 2009,Num of Systems: 9,RMax: 9,RPeak: 10,Total Cores: 10,GDPpC: 1,HDI: 2,Q1: 9,Q2: 9,Q3: 10,Q4: 10,Top10: 9
483,Country: Israel,Year: 2009,Num of Systems: 6,RMax: 8,RPeak: 7,Total Cores: 7,GDPpC: 7,HDI: 6,Q1: 6,Q2: 7,Q3: 7,Q4: 8,Top10: 6
484,Country: Bulgaria,Year: 2009,Num of Systems: 9,RMax: 9,RPeak: 10,Total Cores: 8,GDPpC: 10,HDI: 9,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
485,Country: Singapore,Year: 2009,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 5,HDI: 5,Q1: 8,Q2: 9,Q3: 9,Q4: 9,Top10: 7
486,Country: Belgium,Year: 2009,Num of Systems: 8,RMax: 10,RPeak: 9,Total Cores: 10,GDPpC: 3,HDI: 3,Q1: 6,Q2: 6,Q3: 6,Q4: 6,Top10: 5
487,Country: Australia,Year: 2009,Num of Systems: 8,RMax: 10,RPeak: 9,Total Cores: 9,GDPpC: 3,HDI: 1,Q1: 3,Q2: 3,Q3: 4,Q4: 5,Top10: 3
488,Country: Malaysia,Year: 2009,Num of Systems: 8,RMax: 10,RPeak: 9,Total Cores: 9,GDPpC: 9,HDI: 9,Q1: 10,Q2: 10,Q3: 8,Q4: 7,Top10: 10
489,Country: China,Year: 2010,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 10,HDI: 10,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
490,Country: United States,Year: 2010,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 3,HDI: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
491,Country: Japan,Year: 2010,Num of Systems: 2,RMax: 1,RPeak: 1,Total Cores: 2,GDPpC: 5,HDI: 7,Q1: 2,Q2: 2,Q3: 1,Q4: 2,Top10: 2
492,Country: France,Year: 2010,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 6,HDI: 8,Q1: 2,Q2: 3,Q3: 3,Q4: 2,Top10: 2
493,Country: Germany,Year: 2010,Num of Systems: 1,RMax: 2,RPeak: 2,Total Cores: 1,GDPpC: 6,HDI: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 1,Top10: 2
