,Country,Year,Num of Systems,RMax,RPeak,Total Cores,GDPpC,HDI,Q1,Q2,Q3,Q4,Top10,Cluster
500,Country: United Kingdom,Year: 2013,23,9058328.5,11380215.22,627120,42724.0678844007,0.915,95125,48438,28582,18051,56842,cluster_2
501,Country: France,Year: 2013,22,9489912.4,11228571.2,720416,42592.9515190701,0.889,54149,27889,18957,19161,33039,cluster_2
502,Country: Germany,Year: 2013,20,13696833.5,16426807.08,1033252,46530.9114275776,0.928,77630,38542,28303,23939,47373,cluster_2
503,Country: India,Year: 2013,12,3040297.0,3812719.16,188252,1452.1953732317804,0.607,30206,30923,36046,26659,13676,cluster_2
504,Country: Canada,Year: 2013,10,2077841.5,2627756.04,190752,52418.3150618347,0.911,51054,27484,15594,8370,29922,cluster_2
505,Country: South Korea,Year: 2013,5,1258060.1,1760092.04,154224,25890.0186698906,0.893,31362,24304,19461,8988,16665,cluster_2
506,Country: Switzerland,Year: 2013,5,7765418.0,9632161.6,253904,85112.4643984141,0.938,23433,9678,5807,3932,15083,cluster_2
507,Country: Italy,Year: 2013,5,2665609.34,3212697.4,221120,35370.2752583755,0.8759999999999999,47628,29734,17496,11911,25955,cluster_2
508,Country: Australia,Year: 2013,5,2180150.82,2635545.92,145036,67990.29003047981,0.931,44443,25106,12965,7059,26083,cluster_2
509,Country: Russian Federation,Year: 2013,5,1846612.8,3242735.56,166432,16007.089993444399,0.804,9218,7682,13744,19342,4957,cluster_2
510,Country: Sweden,Year: 2013,5,1067766.7,1297036.2,95680,60283.24522267,0.912,20356,9776,4808,3027,12138,cluster_2
511,Country: Netherlands,Year: 2013,3,511071.0,671160.0,47544,51574.489418462,0.923,32983,14108,6777,5077,20788,cluster_2
512,Country: Brazil,Year: 2013,3,626000.0,1182103.6,58880,12216.9044643396,0.748,20056,18564,19046,12208,10017,cluster_2
513,Country: Norway,Year: 2013,3,735400.0,873164.4,54400,103059.24822759,0.946,9603,5117,2561,2254,5526,cluster_2
514,Country: Saudi Arabia,Year: 2013,3,1165315.0,1827011.4,128272,24934.3861423166,0.8440000000000001,5225,5026,3604,1929,2700,cluster_2
515,Country: Poland,Year: 2013,2,455909.0,583604.6,41852,13781.0626053813,0.85,11612,10761,12553,8891,5448,cluster_2
516,Country: Hong Kong,Year: 2013,2,352937.0,658368.0,47520,38403.7777145477,0.915,8862,4176,2179,1366,5333,cluster_2
517,Country: Spain,Year: 2013,2,1199031.0,1357824.0,65280,29211.773745593506,0.875,41366,22308,16826,12805,24315,cluster_2
518,Country: Finland,Year: 2013,2,378000.0,436301.0,20976,49638.077129813886,0.912,9451,4978,2766,1897,5628,cluster_2
519,Country: Israel,Year: 2013,2,314055.65,736819.0,35424,36291.2321104804,0.895,10200,5400,3009,1518,6212,cluster_2
520,Country: Ireland,Year: 2013,2,268565.0,343310.0,30996,51773.1113695891,0.911,6321,3331,2030,1209,3667,cluster_2
521,Country: Taiwan,Year: 2013,1,177100.0,231859.0,26244,,,20069,12257,7538,5749,10900,cluster_2
522,Country: Denmark,Year: 2013,1,162098.0,183675.84,15672,61191.1926260428,0.931,13149,6109,2827,2438,8194,cluster_2
523,Country: Austria,Year: 2013,1,152900.0,182829.0,20776,50716.708706286394,0.897,10812,5712,3981,3292,6428,cluster_2
524,Country: Belgium,Year: 2013,1,152347.9,175718.0,8448,46582.66955034121,0.908,16700,8391,4963,3058,10090,cluster_2
525,Country: Japan,Year: 2014,32,25027460.14,32541972.169999994,1945550,38109.4121125573,0.903,51115,38942,27051,23851,27349,cluster_2
526,Country: France,Year: 2014,30,14120724.099999998,17081688.2,900440,43008.6525700318,0.894,56170,28041,20598,20309,33433,cluster_2
527,Country: United Kingdom,Year: 2014,30,15366533.16,19811566.860000007,986080,46783.4692171284,0.919,98141,48001,30340,19082,57357,cluster_2
528,Country: Germany,Year: 2014,26,20090183.0,25420880.28,1304372,48042.5634346518,0.93,80783,40196,29004,25588,47609,cluster_2
529,Country: India,Year: 2014,9,3137691.8,3912187.16,184124,1576.0040181767301,0.618,35169,34496,36294,29958,17250,cluster_2
530,Country: South Korea,Year: 2014,9,2527211.7,3673650.24,219012,27811.36638377,0.8959999999999999,34542,25440,20486,9393,19005,cluster_2
531,Country: Russian Federation,Year: 2014,9,4883085.8,7636769.959999999,251502,14125.9087274272,0.807,10520,8913,17661,22558,5626,cluster_2
532,Country: Australia,Year: 2014,9,4635447.6,8964921.5,395283,62327.5559390333,0.933,48247,26821,13940,7252,27846,cluster_2
533,Country: Switzerland,Year: 2014,7,8904372.0,11105800.000000002,294128,86605.5633762421,0.939,24932,10071,6497,4442,15722,cluster_2
534,Country: Canada,Year: 2014,6,1903949.8,2354783.84,168992,50633.2088224323,0.918,53845,28568,17555,8442,30883,cluster_2
535,Country: Sweden,Year: 2014,5,2382972.0,3169138.8000000007,136000,59180.1989776727,0.92,22102,10446,4977,3363,13025,cluster_2
536,Country: Netherlands,Year: 2014,5,1835372.7,2460264.0,88080,52157.4068701887,0.924,34226,14536,7375,5361,20791,cluster_2
537,Country: Brazil,Year: 2014,4,1031365.0,1594903.6,76080,12026.619390631298,0.752,21838,19452,21398,12808,11035,cluster_2
538,Country: Saudi Arabia,Year: 2014,4,1981893.6,2744515.4,169232,24575.4030378327,0.852,7110,5792,4518,2290,3903,cluster_2
539,Country: Finland,Year: 2014,3,1870548.0,2419788.8,62768,49914.618642158886,0.914,10431,5325,3006,1626,6085,cluster_2
540,Country: Norway,Year: 2014,3,735400.0,873164.4,54400,97199.9190963458,0.946,10454,5473,3366,1818,5968,cluster_2
541,Country: Italy,Year: 2014,3,5430931.34,7201352.0,259840,35396.6657242265,0.8740000000000001,49972,32299,19741,12583,26982,cluster_2
542,Country: Spain,Year: 2014,2,1199031.0,1357824.0,65280,29623.1644451343,0.88,43319,23100,17735,13544,25127,cluster_2
543,Country: Denmark,Year: 2014,2,572878.0,667515.84,30792,62548.9850174371,0.928,14989,6635,3174,2158,9047,cluster_2
544,Country: Poland,Year: 2014,2,455909.0,583604.6,41852,14342.4020166467,0.8420000000000001,13426,12081,13033,8664,6227,cluster_2
545,Country: Israel,Year: 2014,2,347685.0,860953.6,41392,37539.9518166878,0.899,10822,5850,3340,1601,6254,cluster_2
546,Country: Austria,Year: 2014,1,596010.0,681574.4,32768,51704.5411875921,0.901,11717,6209,3966,3268,6814,cluster_2
547,Country: Hong Kong,Year: 2014,1,234248.0,476928.0,25920,40315.2855640552,0.923,9520,4496,2308,1285,6017,cluster_2
548,Country: Malaysia,Year: 2014,1,201940.5,401600.0,20080,11183.729432082,0.79,7172,7109,6688,7298,3451,cluster_2
549,Country: Belgium,Year: 2014,1,201374.0,217537.0,11424,47351.9741788818,0.909,17875,8651,5251,3355,10723,cluster_2
550,Country: Hungary,Year: 2014,1,197210.0,248203.2,3696,14201.4488320148,0.833,4307,2974,2513,1959,2372,cluster_2
551,Country: Taiwan,Year: 2014,1,177100.0,231859.0,26244,,,20028,11724,7927,4855,10870,cluster_2
552,Country: Japan,Year: 2015,37,38438914.0,49400667.79,3487404,34567.745675099504,0.905,49002,37604,25963,20649,26089,cluster_2
553,Country: Germany,Year: 2015,33,29870244.5,38060201.4,1487324,41323.921502168996,0.933,82096,40125,28481,24280,47625,cluster_2
554,Country: France,Year: 2015,18,12252180.0,14699173.4,766540,36613.3752159613,0.898,57058,28140,20087,18330,33047,cluster_2
555,Country: United Kingdom,Year: 2015,18,11601324.05,14230096.2,724184,44305.5546320834,0.918,102471,48806,29376,17679,60361,cluster_2
556,Country: India,Year: 2015,11,4933697.8,6662387.16,236692,1606.0382849889002,0.627,36996,36625,36047,33723,18062,cluster_2
557,Country: South Korea,Year: 2015,10,7186951.8999999985,9689205.239999998,283568,27105.076226264,0.898,36763,26038,18267,9845,19982,cluster_2
558,Country: Russian Federation,Year: 2015,7,4736512.0,6951848.159999998,208844,9329.29071323649,0.813,12196,12372,22316,24530,5420,cluster_2
559,Country: Switzerland,Year: 2015,6,8724951.0,11043118.6,243152,82016.02131294321,0.942,25611,10321,5982,4543,15869,cluster_2
560,Country: Saudi Arabia,Year: 2015,6,9788963.6,13026704.0,388240,20732.861721856498,0.8540000000000001,8428,6723,4650,2229,4536,cluster_2
561,Country: Brazil,Year: 2015,6,2012268.0,2722149.6,119280,8750.22299607324,0.757,22914,20551,20593,12610,11129,cluster_2
562,Country: Poland,Year: 2015,6,4599964.0,6080545.6,172076,12566.4834429716,0.855,14885,12844,12708,8668,6645,cluster_2
563,Country: Canada,Year: 2015,6,1903949.8,2354783.84,168992,43525.3701865304,0.92,54809,28576,16625,7839,31747,cluster_2
564,Country: Australia,Year: 2015,4,3127009.0,3909860.7,161627,56561.4123818054,0.936,50510,28022,14996,6779,29279,cluster_2
565,Country: Italy,Year: 2015,4,6115183.34,8304418.0,310072,30180.3215146877,0.8759999999999999,51454,32324,19276,12526,27043,cluster_2
566,Country: Sweden,Year: 2015,3,2130709.0,2846925.2,89264,50812.1908597713,0.929,22639,10814,5158,3005,13365,cluster_2
567,Country: Finland,Year: 2015,2,1564396.7,2085657.8,50136,42424.2208075022,0.915,10792,5431,3016,1525,6258,cluster_2
568,Country: Netherlands,Year: 2015,2,1369405.0,1755744.0,60312,44746.334048523604,0.926,35080,14214,7079,4642,21320,cluster_2
569,Country: Spain,Year: 2015,2,1199031.0,1357824.0,65280,25789.519548147597,0.885,43625,22665,18793,12853,24908,cluster_2
570,Country: Denmark,Year: 2015,2,773880.0,1066080.0,26688,53012.996583500804,0.926,15626,7090,3409,1815,9240,cluster_2
571,Country: Czech Republic,Year: 2015,1,1457730.0,2011641.0,76896,17715.6168523009,0.882,7889,6154,5887,5179,3915,cluster_2
572,Country: Austria,Year: 2015,1,596010.0,681574.4,32768,44206.7842820834,0.903,11998,6331,4256,3313,6947,cluster_2
573,Country: New Zealand,Year: 2015,1,470648.8,768000.0,19200,38649.3784975761,0.914,7496,4541,2728,1158,4211,cluster_2
574,Country: Norway,Year: 2015,1,396700.0,458598.0,22048,74498.13763927,0.948,10440,5463,2805,2322,5984,cluster_2
575,Country: Mexico,Year: 2015,1,277504.0,366912.0,8820,9290.76062857618,0.767,7418,5733,5716,4361,3609,cluster_2
576,Country: Bulgaria,Year: 2015,1,264214.0,412320.0,20700,6993.475543706961,0.807,1051,933,1213,1235,505,cluster_2
577,Country: Hungary,Year: 2015,1,253600.0,363840.0,4890,12483.8659406349,0.8340000000000001,4408,3131,2550,1633,2179,cluster_2
578,Country: Hong Kong,Year: 2015,1,234248.0,476928.0,25920,42431.8882817277,0.927,9504,4287,2078,1211,6082,cluster_2
579,Country: Croatia,Year: 2015,1,233565.0,287539.0,6912,11757.890041793798,0.8270000000000001,1866,1760,1798,1606,915,cluster_2
580,Country: Germany,Year: 2016,31,36501434.8,45628388.0,1600240,42232.5742082948,0.934,83620,41573,30939,26894,50782,cluster_2
581,Country: Japan,Year: 2016,27,54486820.0,77371577.13000001,3946560,38972.3406391468,0.907,50468,38842,27596,20612,27360,cluster_2
582,Country: France,Year: 2016,20,25398803.0,31727765.2,1158428,36870.219134456296,0.899,57304,28603,20605,19454,35095,cluster_2
583,Country: United Kingdom,Year: 2016,13,27602596.0,31682369.0,1148968,40412.0336199885,0.92,104235,51414,30175,18755,62415,cluster_2
584,Country: Poland,Year: 2016,7,6162214.0,8157370.0,208284,12415.0432922899,0.86,15176,13730,13139,9405,7669,cluster_2
585,Country: Italy,Year: 2016,6,14062113.34,21140514.0,606312,30668.9814289997,0.878,53367,32955,21342,13451,29973,cluster_2
586,Country: Russian Federation,Year: 2016,5,4411812.0,6515928.199999998,181070,8748.36885284202,0.815,12084,13185,25280,27046,6278,cluster_2
587,Country: Saudi Arabia,Year: 2016,5,9577663.6,12798147.0,376336,19982.085631405902,0.8540000000000001,8830,6491,5429,2382,5095,cluster_2
588,Country: India,Year: 2016,5,3092368.0,4456050.76,133172,1717.47387802956,0.636,37438,34817,36970,28915,19090,cluster_2
589,Country: South Korea,Year: 2016,4,5679724.6,7597851.0,169696,27608.247428711602,0.9,36469,28429,18267,8078,20879,cluster_2
590,Country: Sweden,Year: 2016,4,3378143.0,4291609.2,123992,51844.761261862695,0.932,23534,11153,5252,3122,14198,cluster_2
591,Country: Switzerland,Year: 2016,4,12273082.0,18811648.0,328608,79866.0318745681,0.943,26057,10801,6072,4700,16594,cluster_2
592,Country: Austria,Year: 2016,3,1537298.0,2096230.4,69608,44731.010855336106,0.906,12440,6311,4499,3354,7515,cluster_2
593,Country: Brazil,Year: 2016,3,1225390.0,1549147.0,52624,8639.36574344537,0.758,25630,22081,21228,13661,13301,cluster_2
594,Country: Australia,Year: 2016,3,2791709.0,3437363.2,154752,49896.6811009246,0.938,52442,28265,14730,7097,30797,cluster_2
595,Country: Netherlands,Year: 2016,3,2117521.0,2900275.0,79848,45637.8867460287,0.928,35635,14992,7445,5226,21757,cluster_2
596,Country: New Zealand,Year: 2016,3,1372751.0,2208000.0,55200,40331.9591048227,0.915,7850,4702,2740,1243,4413,cluster_2
597,Country: Denmark,Year: 2016,2,873135.0,1320480.0,33048,53578.7565680928,0.928,16238,7372,3553,2110,9833,cluster_2
598,Country: Finland,Year: 2016,2,1762018.0,2437631.8,60096,43433.032224358,0.918,10798,5455,3026,1584,6395,cluster_2
599,Country: Canada,Year: 2016,1,715551.0,838861.0,65536,42348.9454605979,0.922,55053,29650,17257,8440,32191,cluster_2
600,Country: South Africa,Year: 2016,1,782886.0,1006387.0,24192,5280.017632764911,0.696,9344,6517,4916,2624,4654,cluster_2
601,Country: Spain,Year: 2016,1,925058.0,1017036.8,48896,26616.757796551006,0.889,44466,22539,18937,13254,26907,cluster_2
602,Country: Belgium,Year: 2016,1,548000.0,619315.0,16128,41260.9775511468,0.915,18444,8672,5175,3460,11199,cluster_2
603,Country: Singapore,Year: 2016,1,1010000.0,1285939.0,30912,55243.132875717696,0.93,11346,4744,2881,1477,7673,cluster_2
604,Country: Czech Republic,Year: 2016,1,1457730.0,2011641.0,76896,18483.7164797716,0.885,8158,6329,5649,5355,4510,cluster_2
605,Country: Norway,Year: 2016,1,396700.0,458598.0,22048,70890.0355687386,0.951,11383,5756,3179,2341,6438,cluster_2
606,Country: Ireland,Year: 2016,1,365911.0,559411.0,14568,64100.4299522762,0.934,7184,3653,2330,1486,4216,cluster_2
607,Country: Japan,Year: 2017,35,90874.7024,136440.16580000002,26331160,38428.0973168279,0.909,49236,39209,26466,19329,26985,cluster_2
608,Country: Germany,Year: 2017,21,38424.2289,51507.98557999999,1656870,44469.909060724414,0.936,85006,45469,27477,26258,50003,cluster_2
609,Country: France,Year: 2017,18,30818.432,42250.4538,1370664,38476.6586361575,0.901,58428,31052,19430,17403,34655,cluster_2
610,Country: United Kingdom,Year: 2017,15,32268.887999999995,41186.451,1296368,39720.4434267836,0.922,109445,53701,29596,15632,64334,cluster_2
611,Country: Italy,Year: 2017,6,16274.622,27832.87389,567608,31952.9759206841,0.88,54442,36211,20969,12962,30031,cluster_2
612,Country: Netherlands,Year: 2017,6,4592.32,6764.544,180480,48223.1554941825,0.931,36349,15943,7912,4144,21827,cluster_2
613,Country: Sweden,Year: 2017,5,4932.065,6445.7170000000015,163792,53442.0082808022,0.933,24477,11722,5329,2690,14706,cluster_2
614,Country: Canada,Year: 2017,5,5088.8510000000015,9261.569,238144,45032.1199081697,0.926,57597,31055,17392,7269,33217,cluster_2
615,Country: Poland,Year: 2017,5,5299.955,7075.706,175784,13811.664243680802,0.865,15337,14515,12011,10009,7755,cluster_2
616,Country: South Korea,Year: 2017,5,7051.981,9317.376,234880,29742.8388613471,0.903,37931,26366,17293,8332,22474,cluster_2
617,Country: Australia,Year: 2017,4,4103.829000000001,7206.9042,205492,53799.93808995991,0.939,55497,29371,15446,5947,32543,cluster_2
618,Country: Saudi Arabia,Year: 2017,4,9297.5786,12268.083,345568,20760.9060117662,0.853,9094,7034,5028,2152,4950,cluster_2
619,Country: Ireland,Year: 2017,4,2876.218,4584.346000000001,119384,69330.6901544912,0.938,7561,4061,2348,1173,4245,cluster_2
620,Country: India,Year: 2017,4,2794.753,3759.153,107544,1939.61298448814,0.64,40467,39456,39008,31124,18726,cluster_2
621,Country: Russian Federation,Year: 2017,3,3662.012,5491.8006,141284,10743.0965915463,0.816,13924,14661,28306,31842,7052,cluster_2
622,Country: Switzerland,Year: 2017,3,21716.281000000003,27674.706,472224,80189.6968607849,0.944,27719,11524,6415,4233,17537,cluster_2
623,Country: Austria,Year: 2017,2,1168.58,1670.7584,59648,47290.9116498316,0.908,13080,6967,4108,2961,7630,cluster_2
624,Country: Finland,Year: 2017,2,1822.57,2678.4768,67488,45703.327865074,0.92,11050,5750,2909,1354,6572,cluster_2
625,Country: Norway,Year: 2017,1,953.571,1081.651,32192,75504.5662551423,0.953,12044,6453,3430,2000,7133,cluster_2
626,Country: Mexico,Year: 2017,1,550.748,726.835,18928,8902.83082294794,0.774,8643,7383,6236,4466,4419,cluster_2
627,Country: Spain,Year: 2017,1,6470.8,10296.115,153216,28156.8158362352,0.8909999999999999,45642,26037,18407,13814,26772,cluster_2
628,Country: Singapore,Year: 2017,1,1010.0,1285.939,30912,57714.2966313778,0.932,12126,5237,2662,1254,8085,cluster_2
629,Country: South Africa,Year: 2017,1,1029.32,1366.81,32856,6160.73456881527,0.6990000000000001,9600,7477,5316,2938,4865,cluster_2
630,Country: Taiwan,Year: 2017,1,1325.15,2088.96,27200,,,18098,10458,5786,3175,10281,cluster_2
631,Country: Czech Republic,Year: 2017,1,1457.73,2011.641,76896,20368.1385576071,0.888,8336,6855,5818,5295,4570,cluster_2
632,Country: New Zealand,Year: 2017,1,549.117,864.0,21600,42940.5782879727,0.917,8190,4967,2792,1196,4609,cluster_2
633,Country: Japan,Year: 2018,31,109436.24199999998,170880.04467999993,5710372,38428.0973168279,0.909,47297,38518,23235,14438,25537,cluster_2
634,Country: United Kingdom,Year: 2018,20,41729.303,52509.52460000002,1625892,39720.4434267836,0.922,107311,51097,25471,11359,63416,cluster_2
635,Country: France,Year: 2018,18,43580.345,66598.8372,1792656,38476.6586361575,0.901,55592,28871,15823,11269,32686,cluster_2
636,Country: Germany,Year: 2018,17,60502.63690000001,86333.95198000001,1575350,44469.909060724414,0.936,82462,42457,23020,18741,48527,cluster_2
637,Country: Ireland,Year: 2018,12,19789.320000000003,25436.16,691200,69330.6901544912,0.938,7877,3973,2059,818,4402,cluster_2
638,Country: Canada,Year: 2018,9,14027.78,22258.5862,436640,45032.1199081697,0.926,56252,30404,14845,5299,32416,cluster_2
639,Country: South Korea,Year: 2018,6,21938.000000000004,35760.55600000001,804740,29742.8388613471,0.903,37220,25014,14365,6887,22526,cluster_2
640,Country: Italy,Year: 2018,6,31110.65,49243.746,814864,31952.9759206841,0.88,54194,34154,17172,8673,29377,cluster_2
641,Country: Netherlands,Year: 2018,6,9334.06,11925.504,326880,48223.1554941825,0.931,36098,15588,6809,2956,21705,cluster_2
642,Country: Australia,Year: 2018,5,6669.187999999999,10232.963200000002,257336,53799.93808995991,0.939,56180,28851,13589,4311,33074,cluster_2
643,Country: Poland,Year: 2018,4,4604.365,6216.16,153128,13811.664243680802,0.865,16060,13370,9388,6400,8046,cluster_2
644,Country: India,Year: 2018,4,8358.996,9472.166,272328,1939.61298448814,0.64,41075,40718,37365,29987,18454,cluster_2
645,Country: Sweden,Year: 2018,4,4653.054,6565.116,139408,53442.0082808022,0.933,24128,11088,4295,1943,14569,cluster_2
646,Country: Singapore,Year: 2018,3,4308.219999999998,5525.298999999999,146112,57714.2966313778,0.932,11755,4798,2169,765,7841,cluster_2
647,Country: Saudi Arabia,Year: 2018,3,10109.13,13858.214000000002,325940,20760.9060117662,0.853,9228,7065,4444,1910,4985,cluster_2
648,Country: Russian Federation,Year: 2018,3,4580.25,7940.005,178180,10743.0965915463,0.816,14159,12631,21056,21858,6889,cluster_2
649,Country: South Africa,Year: 2018,2,2152.4700000000007,2779.93,71256,6160.73456881527,0.6990000000000001,9439,7112,4445,2176,4841,cluster_2
650,Country: Taiwan,Year: 2018,2,10325.15,17297.19,197552,,,16900,10051,5180,2389,9731,cluster_2
651,Country: Switzerland,Year: 2018,2,23126.75,29347.305,453140,80189.6968607849,0.944,26332,10957,5297,2749,16759,cluster_2
652,Country: Spain,Year: 2018,2,7488.8,11781.642,172656,28156.8158362352,0.8909999999999999,45793,24111,14946,10010,27027,cluster_2
653,Country: Czech Republic,Year: 2018,1,1457.73,2011.641,76896,20368.1385576071,0.888,8481,5981,4156,3003,4696,cluster_2
654,Country: Finland,Year: 2018,1,1250.0,1689.2928,40608,45703.327865074,0.92,10940,5458,2418,930,6578,cluster_2
655,Country: Brazil,Year: 2018,1,1123.15,1413.12,38400,9821.407686410079,0.759,28888,23306,17118,8110,14759,cluster_2
656,Country: Norway,Year: 2018,1,953.571,1081.651,32192,75504.5662551423,0.953,12291,6086,2825,1513,7296,cluster_2
657,Country: New Zealand,Year: 2018,1,908.892,1425.408,18560,42940.5782879727,0.917,8179,4788,2276,912,4590,cluster_2
